id,review,class
3082,"Can't get enough	Brilliant app Switched to a Samsung Galaxy Note 2 after an iPhone and noticed the option to switch off timestamps is unavailable on Samsung devices If this could be included in the next update, 5 star rating sorted",feature request
3083,"Useful, improved	Happy with the progress on this app but there are many updates that seem to make no change Can't see the names of many boards - there needs to be a wrapped text function on board names so long board names can be seen Indexing is very slow too, many of my pins take weeks to come up in search",feature request
3084,"Video playback sucks	This is a wonderful app minus the videos To play one it takes you to an internet browser, then to youtube Please allow for in-app playback to bypass all the nonsense",feature request
3085,"Urrrrm	After my third re installing, it finally has scenery. Before hand, it was just black shapes everywhere. I could not even see the walls. This killed my internet as it is a very big game that takes half an hour to install - if you don't like the game, their is no chance of a refund. Once I finally got the proper game, it is very pretty with smooth graphics, an amazing sound track, and some of the best scenery I've ever seen on my tablet. In the next update, I want to be seeing the right installment first time, a chance of a refund, and free roam! Free roam was the best part of the old games, I would love to have it on my tablet! Thank you ?",user experience
3086,Does exactly what it says on the tin	Effecient enough to check and respond to my emails,user experience
3087,Best of what's available	I've purchased a few of these word emulator apps and Office Suite is the best. It's very easy to edit with the toolbars. I would give it a five but there are some word spacing issues and I've lost edits occasionally when saving to Dropbox,user experience
3088,Finally an Office Suite which works great	I have gone through so many office suite and tried to find the suite which best support most common Microsoft Office suite applications. Finally this suite fills that suite to 80%. If the Font package was part of the suite then I would have given 95% and 5 star.,user experience
3089,"Pretty good!	I've edited many photos using this application already. Something to probably address is the photo not always saving what you're looking at in the preview. The beautify tool is a good example of this, as it may look fine in preview, but when you save it, you don't exactly get the same quality. Sometimes it turns out a little pixalated, but overall a remarkable app! I use this in conjunction with other apps.
",user experience
3090,"Aside from the occasional glitch, pretty good	Awesome graphics, nice sound, just don't expect AC3 or 4 scale naval warfare. The battles are not what I'd call real time, more a cross between real and turn based. Randomly sailing about is also quite pointless due to being able to fast travel almost anywhere. The main missions and races are fun however as they are much less repetitive than battling. There have been a few bugs but the developer seems to be squashing them quite often.",user experience
3091,"Great app	Found my Canon MX880 printer.   Worth the money as none of the other free applications worked to my liking.
",user experience
3092,I  like using this application for my embroidery business.	Enjoy using this application for my business.,user experience
3093,Funny	Funny and exciting app. You can can have new way of expressing yourself and you can make fun with others photos..,user experience
3094,"Works	I needed a app that allowed me to print to my house using my wifi. This app worked perfectly and easy to setup. Make sure you share your printer if using a home network and an install all the drivers for that printer. If not may have issues.
",user experience
3095,The best!	I really like the features especially the stickers ?,user experience
3096,Awesome PDF performance	Latest update has improved PDF viewing performance by a significant amount. No more waiting for the content to appear while swiping through pages.,user experience
3097,"Love it!	I really love this game, game play is amazing and for this being a mobile based game the graphics are stunning.",user experience
3098,Beautiful	Keep it up.. this far is the most usable app editor.. it makes my photos more beautiful and alive..,user experience
3099,Just the link needed	Perfect solution for my Android / Linux environment. Works well with Tasker.,user experience
3100,"Excellent	From the developers of the best file manager for android. Works like a charm on my S4, Droid Razr and Note II.
",user experience
3101,Easy to find songs and purchase in iTunes.,user experience
3102,"Having fun. I never had much interest in astronomy, but this app has changed everything.",user experience
3103,Lots of fun to use... We live in a unpopulated area and it's neat to pick out which stars are what. The app works very well!,user experience
3104,"I use this app almost every weekend while exploring back roads and trails by motorcycle. Functionality is excellent while on the road as well as using the data to review later using Google Earth. 

I've tried all the GPS tracking apps and this is the one I go back to every time. 

I strongly recommend reading the users guide and watching the videos. 10 minutes spent learning the app will really pay off in how much use and function you get out of the app.",user experience
3105,"I cannot believe how amazing the new changes are. If you mountain bike, hike, camp, or travel this is a must need app! It now tracks altitude, pace, speed, and about every other stat you need in any unit of measure. By far this is the best app I have!",user experience
3106,"This is, hands down, the most useful app. I had the lite version but decided it was worth the money to upgrade. It makes it so much easier than the guess and check on the calendar. I love it!!",user experience
3107,Love it's multifunctionality. Able to do multiple business and year prior expenses etc!,user experience
3108,"This ap is great, really puts your collection at your fingertips! I really like how easy it is to manage your wine collection, buying, drinking or storage notes. Love it!",user experience
3109,"This app is beast! The best thing is, is that it doesn't need Internet! Because I have an iPod touch so I don't have Internet on it in public. I recomend  this app!",user experience
3110,This is a great little app especially for those with hectic schedules it keeps you in like for visual people like me.,user experience
3111,"Live sky does not work on my touch. Also, doesn't find my correct locAtion. So close to being like the Droid app...but off by a parsec.",user experience
3112,"I keep tabs on my brother's flight info,  as he travels for work quite a bit. I'm a worrier by nature, so it's wonderful to be able to see the progress of his flights. I've always been able to pull them up easily & they've always been accurate. Great job!",user experience
3113,It's a pure joy already having a pic when your friends call and sometimes contacts info from your FB friends that you haven't taken the time out to acquire. Fabulous!,user experience
3114,At first I didn't have the challenges on and literally got board in about 10min. But when I turn the challenges on I was all over it like a hawk of a dead animal. So to get to the point BETER THAN MODERN COMBAT 3!!!!!!,user experience
3115,Great app to have for tracking flights! I own a limousine company & all my drivers use it to track their clients flights.,user experience
3116,Easy to use and very accurate. A must for any traveler!,user experience
3117,I just finished up a weekend of playing and it was the first time I have used this product. I was more than impressed with it! The setlist option was my favorite part. We played several different times throughout the weekend and being able to program the songs into setlist form made it super easy to transition between songs. I highly recommend this product and can't wait to use it again!,user experience
3118,Great for daily readings. I love it.,user experience
3119,This is an excellent app to use in the daily devotional reading of the mass readings.  Well done!,user experience
3120,What a bargain for all the benefits I receive daily from this app!!  The audio is especially good to have.  Reading (or listening) to the daily Mass readings has been a great help to me.  I also like having the prayers for the start and end my day.  I consider this to be a must-have app for all busy Catholics.,user experience
3121,Fantastic app ! Makes reading forums so much easier that now I find myself doing it more. Great!!,user experience
3122,"I think this app works better than using my desktop to use forums. Fast, eat to read, searches well. Wish it had Miniusa and Bike forums... Great for Tacoma World.",user experience
3123,"If you use forums a lot, you'll love this app!",user experience
3124,Sweet app. Thank you! I love it!!,user experience
3125,Awesome!!!,user experience
3126,Need more for finding rental HOUSES. But great other than that!,user experience
3127,I have sold and bought many things using Craigslist.,user experience
3128,"This app is just like the website, except you have to pick an area instead of having them laid out for you. I love this app and use it every day!",user experience
3129,Easy to find what you want and narrow the search.  The photo gallery feature is great when your first filter is how it looks.,user experience
3130,Great,user experience
3131,I have used this for over a year and have never been disappointed. The sound quality is excellent on the iPhone.,user experience
3132,"Good app.  Gets me to the info I want quickly, and auto adjusts times to my time zone (many apps don't)",user experience
3133,I love this app nothing better for the NASCAR fan!,user experience
3134,"///Update///

149 rounds recorded. iPhone 3GS. Battery 70-80% left after rounds. Still no side game tracking but the notes feature works somewhat for that. Finally fivesomes! Sixsomes! THE BEST APP FOR GOLF!

17 rounds under my belt with this app now and still very happy. The new in-app stats (v.1.3) blew me away!  Still waiting for side games (skins, etc.). I'm confused why so many golfers leave their phone on the entire round? I pull mine out as I'm walking up to my ball, usually while I'm 20-30 yards away, I get positive satellite lock by the time I'm standing over the ball, read my yardage and put the phone back to sleep. After putting I whip it out, score the entire foursome (takes about 15 seconds total) and then put it back to sleep. I consistently have 80-85% battery life after my round is complete.

Once we get side games/betting included in a future update I will be even more of a cheerleader for this app!   
////////////////////\\\\\\\\\\\\\\\\\\\\\
Used Golfshot for my last 6 rounds and I will continue to use it forever! It's accurate, easy to use, and being able to email your scorecard to your buddies and review actual stats for yourself are perks I didn't know I wanted, but now I can't live without!

Ended up being cheaper to buy a new iPhone 3GS AND this app than the skycaddie I was looking at. Stand alone golf GPS units are in serious trouble.",user experience
3135,"I have used this App for over 8 months, and is by far, the best golf GPS for the money. I had a sky caddie before, and it was not half as good as this app. Don't waste your money on any of the annual dues GPS units, buy this app and have everything you need. 

I have the iPhone 4, and only uses about half the battery during a 4 1/2 to 5 1/2 hour round. Turn off your Wi-fi if it is using more battery life than that. 

Anyway, must have for all serious golfers.",user experience
3136,Great app to keep track of hours. Especially if you're on salary or budgeting.,user experience
3137,This a great tool for a rapid lab consultation.,user experience
3138,"I am a very superstitious person. I love any kind of ghost story. Short, Long, or a book. But this app has everything from short stories to long. Definitely worth the $$",user experience
3139,I'm ten and this stuff does not scare my and I'm  10 YEARS OLD!!!!,user experience
3140,Recently used in several European cities and it was GREAT!,user experience
3141,"The best news, I always check Drudge first for the rest of the story!",user experience
3142,"It's just getting better and better. The signature capture is a huge time saver. Ever wonder how to put your contact info from their email into your Contacts, just copy their signature into this app, it will separate into different fields and put them in your iPhone Contacts. How great!",user experience
3143,Someecards are super funny! They're a great way to give someone a good laugh. Sometimes I just like to look through them because they're fun to read.,user experience
3144,Great App for Travelers. Highly recommend it!,user experience
3145,"A well engineered multipurpose calculator.  If the extensive template library doesn't have what you need you can easily create your own calculators without a steep learning curve. As a repeat customer since the Palm handheld days, I definitely consider this a great value.  Keep up the good work!",user experience
3146,This app has helped me control my phones battery usage.,user experience
3147,This is so cool. I love how many different frequencies there are to listen to.,user experience
3148,"This app works wonders. ""Scans"" come out very clear and easy to send items. One of my most used apps!",user experience
3149,"I use this app for completing my required expense report. Stores pics so you can return to them, pics are super clear. I'd only wish for a two per page option as the scans come back a full page. Overall, only $2. Hell of an app.",user experience
3150,Best replacement app if your laptop is broken!!,user experience
3151,"This is a great educational app for students, especially the movies! It provides a great visual for abstract content.",user experience
3152,Since signing up I've lost 10 lbs in 2 weeks it's great,user experience
3153,Really like this app. It has been soo very helpful in tracking with everything instantly accessible. It really is amazing. Having previously worked in the weight loss industry for many years. I know that this is the key to planning and losing weight. I am doing well with both.,user experience
3154,Simple to use. Works flawlessly.  Loads of books to choose from.  I'm a fan.,user experience
3155,"I've bee using EveryTrail.com for years - loving its ease and look for uploading my rides and embedding the maps on my blog. I used the free app for a long time, until recently on a trip I needed to find a trail and download it to use offline. Enter EveryTrail Pro. This app has practically replaced my GPS unit. I adjust the GPS settings to extend battery life and I can go on epic rides and still have power to text my buddies photos from the trail. I highly recommend it for on the fly trail mapping needs. Worth every penny.",user experience
3156,Helps so much with meal planning and grocery shopping.  Cuts time off of both those activities.,user experience
3157,A must have if you like to cook.  I think it is great!  Have tried a baked chicken wing recipe and was almost like deep fried.  I'm from Buffalo NY so I know.  Like being able to save Recipes in recipe box on the app. Get this app.,user experience
3158,Very useful. But it is difficult sometimes trying to type an essay without landscape mode. It is ridiculous how a word processing app doesnt let u type landscape.,user experience
3159,Well worth it. Great tool for review and on the spur of the moment reference.,user experience
3160,"I actually believe this app is totally awesome in helping me prepare for my boards. However, just as the muscle name is given in audio; I wish there was an option hearing all the muscles info in audio. For me, retaining info comes better in audio, activities, and constant quizzing.",user experience
3161,I was very pleased with this app.  The graphics are excellent and the interface is very easy to use and navigate through.  The quiz options and video are a great bonus feature.  I am really satisfied (especially for the price) and look forward to trying out the other systems' software.  Nice Work!,user experience
3162,"Excellent app, integrates well with Google Reader. A must-have app on all of my iDevices.",user experience
3163,Love app easy to use,user experience
3164,Very helpful in planning trip.,user experience
3165,I love this app because it gives you lots of great ideas for your home.,user experience
3166,A real lifesaver and eye opener for this iPad newbie.  I learned so much from this app.  Information is well written and easy to understand. Just wish my brain could retain it all for instant recall!,user experience
3167,"Did not give 5 stars because have found not all campgrounds are listed.  Sure is helpful though 99.5% of time.  Have used for gas, reservations for camps, restaurant locations, low clearances.  Awesome!",user experience
3168,I was shocked to find the app includes overhead clearances and one can filter that down to what they are worried about.  Looks to be very thorough.  I have not yet tried it on the road but I am amazed at what I can find by sitting her in my house.  I am a little concerned about how much functionality I will find in remote locations with no cell service.  Time will tell.  I may have to update my rating when that situation arises which will be in 4 weeks.  Happy camping everyone!,user experience
3169,This application has been a lifesaver! It actually remotely sinks with both my IPhone and IPad . I love it!,user experience
3170,I love it now i can make people look fat and it is so easy,user experience
3171,"Intuitive, limitless possibilities. Brings your artistic side out.",user experience
3172,"I love checking in to see the weather forecasts! And it's such a beautiful perspective of our planet!!! It takes me outside of my usual ""local"" mentality.",user experience
3173,Its really fun and any age can play it and enjoy it! Will get you busy for a long time!,user experience
3174,Great app! Amazing features! Perfect for movie collectors. I love it!,user experience
3175,And the fact people are freaking about how real it is is why i give it a 5. It bases its replies off human replies so its very realistic but varies so much.,user experience
3176,I'm so impressed with this App! I tell everyone how it benefit & teaches everyday.,user experience
3177,Love this app because it helps me keep my finances in order. Easy to use!,user experience
3178,"I have already submitted a review when I first downloaded stating That this App is the best. Well, yesterday it proved itself. I have a health condition and yesterday I had to go to the hospital. I just emailed myself my list, printed it and was able to give it to doctor. Even the Nurses and Doctors were impressed. 

There is one thing, however, that I think would make this App even better. Add a COMMENT Area so you can write comments regarding yourself or the medications or whatever.",user experience
3179,"Graphics are very nice. The game play is amazing, a lot of quick thinking. Plus you get to upgrade constantly. The one thing that bugs me is how short the game is and the way it repeats itself. That being said, I won't get tired of playing for a while.",user experience
3180,Awesome graphics,user experience
3181,Told me I was 31 when in 13 very sad app lowers self asteem lol don't get this app it is misleading and very inaccurate do not waste ur time,user experience
3182,Cooooool app ??????,user experience
3183,This app is a good time. Fun at parties.,user experience
3184,Outstanding!  You will enjoy listening to podcats on this app!,user experience
3185,"If the stars could higher I would rate them as so. Want to be an orthopedic surgeon and this is the best app I've ever came across for learning the skeletal system!!! I would recommend it to anyone from a surgical trainee to a high school A&P student! The best, can't say it enough!",user experience
3186,A very fun and easy way to keep up with your heart rate...also quite accurate!!!,user experience
3187,"This is a short Halloween story. There are several puzzles and a simple story showing Mickey who is later joined by friends. My 2 1/2 year old will probably like it, but the 4 year old will be bored quickly. For one dollar this is ok.",user experience
3188,This app is a great tool to have for just about all types of foodies.,user experience
3189,"I use skritter for learning Japanese and it's an application that requires flash, however I mainly study on my iPhone and probably wouldn't keep up with the SRS if I was only able to access the program on my computer. Thanks to splashtop, now I can practice on the go. (that sounds like a infomercial lol)",user experience
3190,Very nice !!!!!,user experience
3191,Very helpful in planning my day. Gives hour by hour estimated weather that is just as accurate as any other weather report. Love the graphics behind all of the information. It mostly follows the weather that is expected for the hour which adds a lot of visual interest.,user experience
3192,Weather app is awesome and very easy to use!,user experience
3193,This app is the best!!! The screensavers are so mesmerizing and makes you think you are looking right outside!! I love it!!!,user experience
3194,Beautiful display and lots of info instantly,user experience
3195,"Good ,I like it. Is accurate . And high tech",user experience
3196,Continues to amaze . . . with information  and views of stellar objects.,user experience
3197,I love this app!  Easy to navigate and easy to post to!   One of my favorites!  :),user experience
3198,"Like the visuals of this app a lot, like how it updates weather as to where you are :)",user experience
3199,Without this its literally impossible to play music on my Xbox! Thanks! Happy birthday  ??,user experience
3200,Great way to keep up on your crossfit progress.,user experience
3201,Very nice radar app. Easy to use,user experience
3202,"Lots of topics, something for everyone",user experience
3203,"Works great! Maps are good, better than my Garmin. Default is the lowest cache amount so make sure you turn up the cache amount so you don't find yourself without any maps when you lose service. Make sure you scout your area with the maps you want before hunting so it will cache your map area for when you lose service you still can use your cached maps. Best 5 bucks spent for those who want a good hunting GPS.",user experience
3204,"The new release shows what a mature iOS app should look like. It performs incredibly well, while offering most features (if not all) that users could want. Not only is it now offered at a lower price, but there is an option to enhance the application with an upgrade. Since few users need the enhancements, it is a great way to offer them.",user experience
3205,"Love the app, use it all the time to check shipping activity in Puget Sound. Helpful whether on land or on the water.",user experience
3206,Really like this app. It is a very easy way to journal,user experience
3207,"I have Day One on both my iOS devices, and my Mac. It just works beautifully, seamlessly, and smoothly.

Add simple photo function, and you'll rule the journal app world. 

Five star!",user experience
3208,I have been a P90X client for some time now and love the workout!  With the P90X app I now have the option of taking my workout to the gym or with me when I travel. Plus the nutrition journal makes it easier for me to keep track of what I eat during the day. For me it is a great app! Glad I purchased this app!,user experience
3209,I LOVE this game!!! Please add more options like a curler and much more stuff! I really want there to be a update!!!! PLEASE!!!!!!!!!!!!! Oh and add MORE characters!!!,user experience
3210,Great app for viewing weather.,user experience
3211,It's as accurate as any weather forecaster who gets paid good money for often being 100% wrong. So far this app has been close enough to allow me to dress appropriately so who cares about too much scientific input. I just don't want to be carrying an umbrella when the sun is shining.,user experience
3212,Great little app to have on phone. Handy for those spur of the moment shopping sprees.  And easy to use to list items also.,user experience
3213,"This is a great app. I've used ODB on my iPod Touch and then my iPhone before I got an iPad 2. Each version is more refined. I like the way that the app remembers my choice of Bible version (currently 'The Message') when I tap on the Scripture for the day. This isn't the case with the iPhone app. One always has to change the version from the default.

There are a couple formatting issue suggestions:

1. The poem at the bottom of the page is almost never formatted like the online website. It would be nice if the lines were stacked and not simply strung out in a row.
2. One of the things I've always enjoyed are the cover photos. The cover for the current month shows in the upper righthand corner, but there is no way to enlarge it. One would think that a simple double-tap could bring up the cover art full screen?
3. When traveling I don't always have a wifi link, so having issues cached is nice. In those instances I simply use my Bible app (or print version) to get the Scripture for the day. I don't expect (or want) ODB to cache the Scripture from Biblegateway.com on my device, but it would be nice if there was a way in the app set-up to direct the ODB app to my Olivetree app onboard for the Scripture of the day. May be too difficult for what is already an elegant app.

Keep up the good work!",user experience
3214,"I have used this on countless occasions now. It has come in handy, and when I do use it the other party is as ""wowd"" as I was the first time. I gave 4 stars because the speech is a bit quirky (may be iPhone speech recognitions problems) and because it is a translator it breaks a sentence down funny. But, if you type or talk like a caveman it gets the point across every time. Overall very pleased with this for just a buck!",user experience
3215,"I am truly amazed at how well this app works..the thing that stands out to me the most is the fact that when I am recording my voice for translation, IT ACTUALLY UNDERSTANDS ME!! I have a very deep voice and I have never had any type of software that was able to take what I said and convert it to the correct version..I am very very very pleased with this app..you should get it ??",user experience
3216,"I was looking for a good nightstand application and instead found a great app. Separate alarms, separate days, wake to music, slide dimmer. All around great app.",user experience
3217,I am a nursing student and this lab reference is the best I have ever seen or used! It has helped me understand the labs so much! I highly recommend the app!!!,user experience
3218,Very helpful for the home health nurse in the field.,user experience
3219,"Clinilab Navigator, Lab Tests Online, Medline Plus, and WebMD for more information. Thousands of commonly used abbreviation",user experience
3220,"Very practical, easy, and for all music lovers.",user experience
3221,I wanted an App that would separate my videos from my photo library.  I wanted to be able to play my photo slideshow without interruption from annoying videos.  The music stops and you have to start it over. Now the videos are on this app and I can play right through all my pictures.  Love it!,user experience
3222,Gives hourly weather for the day too!,user experience
3223,"A must-have for students, or anyone who wants to improve their word power!",user experience
3224,It guesses is every time! Got all of one direction even Cher Lloyd! I love this app??????,user experience
3225,Great app for news on demand. No wasted screens to navigate through. Would give it 5th star if there was a button to close the app. Love NPR!,user experience
3226,Simple enough to use and I love the recurring transactions. No more forgetting and figuring out how to balance my checkbook every month. The other reason I got the app is because it can export to Quickbooks although I have not used that feature yet. The reports are great. Would love to be able to have main categories and sub-categories. That's the only thing missing in my opinion to make this a truly robust stand-alone financial management app. Keep up the good work!,user experience
3227,Best shoe app ever!!!!!!!!!!!!!!!!!!!!!!  Correct dates and prices! Let's me know every thing about the shoe!??,user experience
3228,"Excellent addition to the Angry Birds games. Great new features, challenges and visuals. If you are an Angry Birds fan, this is definitely worth it. The new ""orbit"" launching is very neat and a nice, innovative twist on the game. It's definitely harder... At least in my opinion, which is a good thing. Get it.",user experience
3229,Love it. Keeps me occupied while i have d time to wait,user experience
3230,"This helps me keep track of all my budgets that I've set up (groceries, gas, rent, etc) and also has tons of graphs that compare my income vs expenses. Very easy to use and it's already helping me save my money.",user experience
3231,Love this app don't let me forget Birthdays.,user experience
3232,I never have to take a foreign language class again!!,user experience
3233,This app is great. Presents challenges for all ages. Quick yet stimulating. Only wish there was another level to play cuz its super addictive.,user experience
3234,"Many options, easy to use, show it off on instagram and Facebook!",user experience
3235,"I love this app. Its so easy to learn how to use it and its very easy to understand. The only thing I don't like is that if you choose the option to show what the temp feels like, you can't see what the temp actually is. I would love to be able to see both at the same time.",user experience
3236,I've used this app for three seasons! This is the first year that NFL owns it. I've drafted 8 teams over those years with this app! Very user friendly.,user experience
3237,We always use this app as we are always looking for great places to eat. We don't cook a lot so we look for variety in the places we try. This app never disappoints!,user experience
3238,This app is very helpful in my line of business.,user experience
3239,Lots of fun. Great learning tool.m,user experience
3240,Very easy to use !!!,user experience
3241,Very detailed gps even tracks laps at my local park,user experience
3242,Love this site it nails every question I have ever asked.very helpful and resourceful.once I found i could download this app for my phone it made it so much more convienant for us.my family goes by it and we love it!,user experience
3243,"This app is so fantastic, I actually find it even better than the website. It is easy to navigate, easy to modify reservations. There is an option to add it to your calendar and it puts all the information right in your phone calendar. You can invite your co-diners easily through the app (it creates an email for you). A great part is that you can filter your search by 1000 point tables only, by neighborhoods within a city, by distance to you, and so much more. I use this app on a regular basis- so much that I'll make a reservation we just decided to go to so that it's easier when we get there! It's such a great app (and business) that I always wonder why some restaurants don't have it!",user experience
3244,"Love this app, use it all the time!  Never a problem or any difficulties.",user experience
3245,Lots of measurements and long term forecasts.,user experience
3246,Mint is a great way to get control of your finances. It really helps you reign in your spending and makes you aware of what you spend your money on. I love the trending charts!,user experience
3247,"Makes reading even more fun when you get rewards! Love the convenience of downloading a book and being able to read on my phone, iPad and computer. Extra bonus, it's free :)",user experience
3248,"Syncing is a bit tricky at first, but otherwise wonderful. Reading interface is fab!",user experience
3249,Love this site.  So much info at your fingertips.  Watched a video on a procedure prior to surgery and it was comforting.  Thanks!,user experience
3250,"As an author, I definitely nee something like this on the go. It's nice not having to wait until I get home to type the next chapter of my book, and I don't have to carry around my binder full of notebook paper. This is amazing ad extremely convenient!!",user experience
3251,U can read books and u don't even need wifi I luv it! U can also post books that u wrote your self,user experience
3252,"A great app at hands reach. The pronunciation button is a useful tool when unsure of the proper pronunciation of a word. Also, multiple definitions are given to insure you are using the word in its true context.",user experience
3253,This app is great for road trips. The kids can listen to their music and I can put on headphones and listen to my books.,user experience
3254,"I LOVE this app, super easy interface and I use it ALL the time.",user experience
3255,"Great app.  No bugs.  Thoughtful, provoking news.",user experience
3256,Thanks for the thought & effort that went into creating this app.  Very handy for those of us that love the outdoors & natures transitions.,user experience
3257,I recently used this app during Hurricane Isaac. This app refreshed faster and was much more reliable than the other two with the big websites. Get it. You may need it when it counts. I did.,user experience
3258,Travel all d Eastern us and use this frequently to stay abreast of weather conditions,user experience
3259,Accurate and easy to use. I highly recommend it.,user experience
3260,I love this app! No more waiting for checks in the mail. I can take credit cards immediately. Good pricing too,user experience
3261,My favorite app. It really works! You must try it.,user experience
3262,Loved it,user experience
3263,Helps me relax and shake off stress,user experience
3264,"I just blew $54 to sign up for three months of Weight Watchers because of this ap only to discover that this ap is not nearly as good as the free ap called ""Lose It!"" When my Weight Watchers membership expires, I will continue watching my food intake with Lose It!  Meanwhile, I am monitoring my progress using both aps so the transition will be seemless. So far, I'm finding that Lose It! is much faster and easier to use.",user experience
3265,Always get great comments about my photo editing!! Thanks so much!!!,user experience
3266,Great for uploading receipts on the go. Easier than reconciling on the computer.,user experience
3267,Very good!,user experience
3268,Love this app!  Very accurate. Quick response.,user experience
3269,Great way to save!  Thank u,user experience
3270,Who doesn't like a good deal every now & then? Usually something for everybody and easy user interface. Pretty thorough app,user experience
3271,super convenient and nice with new alerts!,user experience
3272,Love being able to work on my phone or laptop. My family tree is always up to date.,user experience
3273,"Using for a few days now. Easy to navigate and understand. Love it.
Hope it stays free.",user experience
3274,"Great app, huge selection of titles, and great free section with plenty of releases semi-monthly/monthly. Only problem is the viewer occaisonally hangs up but not often and restarting the app usually remedies this. Overall, one of the best apps in the entire app store.",user experience
3275,Love this App!! Gives you locations and deals and everything you need!! Definitely amazing.,user experience
3276,LOVE IT.  From excursion with the kids to experiencing new eateries I've save a lot of money.  I try and take advantage of the huge savings on massages and good.  It's AWESOME!,user experience
3277,"Helps with the hard to find SoNGs...""",user experience
3278,This is one of my very FAVORITE apps. I tell everyone I know about it. If you are a music lover you'll love it. I really like that it even gives the lyrics to the song & shows other songs/ music by the same musician(s). Our children love it too. It's great. Thank you,user experience
3279,"Just great. I like Shazam too, but don't always want my friends to know the cheesy songs I'm looking up. I choose this one! :)",user experience
3280,"Great UI that aggregates so much information into one place, great app! Super intuitive to use.",user experience
3281,"This is one of my favorite apps! I was abandoned by my dad with a dead mom, and got caught stealing from a bread shop, got sent to Australia, learned to cook and sew, then married a builder. You NEED to get this app!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",user experience
3282,Audiobooks and e books from the library this app is wonderful!,user experience
3283,This app works like a charm. Don't have to spend the extra time finding an available associate.,user experience
3284,"It's like a mix of texting and talking, but better!!!!!!!!!!!!!!!!!!!!!! I love it!!!!!!!!!!!!!!!",user experience
3285,Easy way to get in contact with people,user experience
3286,Love this saves me from having to turn on light using settings. I use it all the time.,user experience
3287,App works fine for basic bank accounts.,user experience
3288,The first and best app for parking rates at any place. What a life saver. The most useful app.,user experience
3289,It's good and easy to use.,user experience
3290,"Couldn't be better really, with options to copy results and also send via text/email..  would like to see an option for viewing results full-screen, sometimes the end gets cut off.. but it still copies/pastes all of it so it's cool ;)",user experience
3291,EVERYONE FIRST OF ALL GET THIS APP IF U HAVE A FANTASY TEAM AND YES U CAN MAKE TRADES. GO TO STANDINGS CHOOSE THE TEAM U WANT TO TRADE WITH AND THEN PRESS PROPOSE TRADE AT TOP OF SCREEN!!!!!!,user experience
3292,I find this app very useful. It has mechanism and class info that most of the other free programs are missing. You can't do much better (esp for free)!,user experience
3293,"Great app, always works and is spot on!",user experience
3294,Good to pass time,user experience
3295,Great and handy app. Love how you can listen to the pronunciation.,user experience
3296,I love that this app takes less than ten seconds to let you know where your battery life is!!! I love it.,user experience
3297,"I love it :) so helpful with how I study! Paperless, and I can study from my phone ANYWHERE!",user experience
3298,"Great weather, eazy to understand.",user experience
3299,Very detailed,user experience
3300,"This app made searching very easy, and quick. Get this app",user experience
3301,Great and useful app. I have nothing bad at all to say about it. It helps me find the best deals on gas around the city with little to no glitches. Does what it's supposed to. 5 stars!,user experience
3302,"No matter where I travel, it's very accurate to use.",user experience
3303,"Fort lauderdale. Il Lugano is making us feel like royalty!  Friendly, and bending over backward to relax us at the end of a long travel day.  Great app with great hotels!",user experience
3304,Particularly like the reminder!,user experience
3305,Accurate,user experience
3306,I absolutely love this app. I scan whatever I see....,user experience
3307,"VERY easy to use, and I've found a ton of cool stuff getting into QR codes!! HIGHLY recommended",user experience
3308,Now that I have this app I can't imagine how I got anywhere without it. In my experience it's approx 98% accurate and the spoken directions are a necessity when you're driving alone. One improvement would be to have the spoken directions a little earlier especially on a busy highway. I'd recommend this app to anyone looking for reliable accurate directions.,user experience
3309,Somehow I lost my contacts. This app got everything back for me,user experience
3310,Finally. A secure place for my private photos. No more worrying about things being accidentally seen. Buy this.,user experience
3311,Absolutely handy for those pics you don't need everyone else to see.,user experience
3312,Great app especially for fantasy news. One of the great sources i use to get info first. Only thing is freezes for a min when you are scrolling on a article.,user experience
3313,"Love this app, although I do wish you could add local stores to your store list",user experience
3314,"Very beneficial app, enjoy looking and seeing what's available.",user experience
3315,Very surprised that is so much useful.,user experience
3316,"3 days won't do. I need at least 5 days. Seems user friendly and easy to follow. Perhaps if it added the ingredients--not multiple entries for the some onion, per se.",user experience
3317,"Decent app. Finally, notifications are here. Now please give us multi account login, Google.",user experience
3318,This is a great app for a family on a bujet,user experience
3319,In just 1 click I can search sales and plan out my trips. Love this !!!!,user experience
3320,Makes finding hard-to-find deals easy,user experience
3321,Great app. Great deals and great savings. What's not to like!?,user experience
3322,Super convenient. I love being able to order delicious food from my phone. Dominoes just keeps getting better and better!,user experience
3323,Bezt app ever.. And very convenient for local and international text,user experience
3324,This app was easy to use. I'm so glad I found it!,user experience
3325,"great items. Fast, easy ordering. Love fab.",user experience
3326,"Love that this app has ""real time"" temp reading on the home screen, so there is no need to open app entirely to view the current temp!",user experience
3327,I am able to find most of the music I like and I can play anywhere I go...,user experience
3328,"Every time I try to go on this app it crashes and sends me back the my home page. I have to keep trying and trying to get on. Other than the crashing this is a great app, and I'll give it 5 stars once the crashing problem is fixed.",user experience
